Date,Time,Tosser,Toss #,Start,End: H,End: T,,,Time,Tosser,Toss #,Start,End: H,End: T
,,,18335,H,1,,,,,,18435,T,,1
,,,18336,H,,1,,,,,18436,T,1,
,,,18337,H,,1,,,,,18437,T,,1
,,,18338,H,,1,,,,,18438,T,1,
,,,18339,H,,1,,,,,18439,T,1,
,,,18340,H,1,,,,,,18440,T,,1
,,,18341,H,1,,,,,,18441,T,,1
,,,18342,H,,1,,,,,18442,T,1,
,,,18343,H,1,,,,,,18443,T,,1
,,,18344,H,,1,,,,,18444,T,1,
,,,18345,H,,1,,,,,18445,T,1,
,,,18346,H,,1,,,,,18446,T,1,
,,,18347,H,1,,,,,,18447,T,,1
,,,18348,H,,1,,,,,18448,T,,1
,,,18349,H,,1,,,,,18449,T,,1
,,,18350,H,,1,,,,,18450,T,,1
,,,18351,H,1,,,,,,18451,T,1,
,,,18352,H,,1,,,,,18452,T,1,
,,,18353,H,,1,,,,,18453,T,,1
,,,18354,H,,1,,,,,18454,T,,1
,,,18355,H,1,,,,,,18455,T,1,
,,,18356,H,,1,,,,,18456,T,,1
,,,18357,H,1,,,,,,18457,T,,1
,,,18358,H,,1,,,,,18458,T,,1
,,,18359,H,1,,,,,,18459,T,,1
,,,18360,H,1,,,,,,18460,T,1,
,,,18361,H,,1,,,,,18461,T,,1
,,,18362,H,1,,,,,,18462,T,,1
,,,18363,H,,1,,,,,18463,T,1,
,,,18364,H,,1,,,,,18464,T,1,
,,,18365,H,,1,,,,,18465,T,,1
,,,18366,H,1,,,,,,18466,T,1,
,,,18367,H,1,,,,,,18467,T,1,
,,,18368,H,1,,,,,,18468,T,,1
,,,18369,H,,1,,,,,18469,T,1,
,,,18370,H,,1,,,,,18470,T,,1
,,,18371,H,1,,,,,,18471,T,1,
,,,18372,H,1,,,,,,18472,T,,1
,,,18373,H,,1,,,,,18473,T,1,
,,,18374,H,,1,,,,,18474,T,1,
,,,18375,H,,1,,,,,18475,T,,1
,,,18376,H,1,,,,,,18476,T,1,
,,,18377,H,,1,,,,,18477,T,1,
,,,18378,H,,1,,,,,18478,T,1,
,,,18379,H,1,,,,,,18479,T,1,
,,,18380,H,,1,,,,,18480,T,,1
,,,18381,H,1,,,,,,18481,T,,1
,,,18382,H,1,,,,,,18482,T,1,
,,,18383,H,,1,,,,,18483,T,,1
,,,18384,H,1,,,,,,18484,T,,1
,,,18385,H,1,,,,,,18485,T,,1
,,,18386,H,1,,,,,,18486,T,,1
,,,18387,H,,1,,,,,18487,T,,1
,,,18388,H,,1,,,,,18488,T,1,
,,,18389,H,,1,,,,,18489,T,1,
,,,18390,H,,1,,,,,18490,T,,1
,,,18391,H,1,,,,,,18491,T,,1
,,,18392,H,1,,,,,,18492,T,1,
,,,18393,H,,1,,,,,18493,T,,1
,,,18394,H,,1,,,,,18494,T,,1
,,,18395,H,1,,,,,,18495,T,1,
,,,18396,H,1,,,,,,18496,T,,1
,,,18397,H,,1,,,,,18497,T,,1
,,,18398,H,,1,,,,,18498,T,,1
,,,18399,H,,1,,,,,18499,T,,1
,,,18400,H,1,,,,,,18500,T,1,
,,,,,,,,,,,,,,
,,12:50pm,18501,H,,1,,,,1:00pm,18601,T,1,
,,,18502,H,1,,,,,,18602,T,1,
,,,18503,H,,1,,,,,18603,T,1,
,,,18504,H,1,,,,,,18604,T,,1
,,,18505,H,,1,,,,,18605,T,1,
,,,18506,H,,1,,,,,18606,T,1,
,,,18507,H,1,,,,,,18607,T,,1
,,,18508,H,1,,,,,,18608,T,,1
,,,18509,H,1,,,,,,18609,T,,1
,,,18510,H,,1,,,,,18610,T,,1
,,,18511,H,1,,,,,,18611,T,,1
,,,18512,H,,1,,,,,18612,T,1,
,,,18513,H,,1,,,,,18613,T,,1
,,,18514,H,,1,,,,,18614,T,,1
,,,18515,H,,1,,,,,18615,T,,1
,,,18516,H,,1,,,,,18616,T,1,
,,,18517,H,1,,,,,,18617,T,1,
,,,18518,H,1,,,,,,18618,T,1,
,,,18519,H,1,,,,,,18619,T,1,
,,,18520,H,1,,,,,,18620,T,,1
,,,18521,H,,1,,,,,18621,T,,1
,,,18522,H,1,,,,,,18622,T,1,
,,,18523,H,,1,,,,,18623,T,,1
,,,18524,H,1,,,,,,18624,T,1,
,,,18525,H,,1,,,,,18625,T,1,
,,,18526,H,,1,,,,,18626,T,1,
,,,18527,H,,1,,,,,18627,T,1,
,,,18528,H,1,,,,,,18628,T,,1
,,,18529,H,,1,,,,,18629,T,1,
,,,18530,H,,1,,,,,18630,T,,1
,,,18531,H,,1,,,,,18631,T,1,
,,,18532,H,,1,,,,,18632,T,,1
,,,18533,H,1,,,,,,18633,T,,1
,,,18534,H,,1,,,,,18634,T,,1
,,,18535,H,1,,,,,,18635,T,1,
,,,18536,H,,1,,,,,18636,T,1,
,,,18537,H,,1,,,,,18637,T,,1
,,,18538,H,,1,,,,,18638,T,1,
,,,18539,H,1,,,,,,18639,T,1,
,,,18540,H,,1,,,,,18640,T,,1
,,,18541,H,1,,,,,,18641,T,1,
,,,18542,H,1,,,,,,18642,T,,1
,,,18543,H,,1,,,,,18643,T,1,
,,,18544,H,,1,,,,,18644,T,1,
,,,18545,H,,1,,,,,18645,T,,1
,,,18546,H,,1,,,,,18646,T,,1
,,,18547,H,,1,,,,,18647,T,,1
,,,18548,H,,1,,,,,18648,T,1,
,,,18549,H,,1,,,,,18649,T,,1
,,,18550,H,,1,,,,,18650,T,1,
,,,18551,H,,1,,,,,18651,T,,1
,,,18552,H,1,,,,,,18652,T,,1
,,,18553,H,,1,,,,,18653,T,,1
,,,18554,H,1,,,,,,18654,T,1,
,,,18555,H,1,,,,,,18655,T,1,
,,,18556,H,,1,,,,,18656,T,1,
,,,18557,H,1,,,,,,18657,T,1,
,,,18558,H,1,,,,,,18658,T,1,
,,,18559,H,,1,,,,,18659,T,,1
,,,18560,H,,1,,,,,18660,T,1,
,,,18561,H,,1,,,,,18661,T,1,
,,,18562,H,,1,,,,,18662,T,,1
,,,18563,H,1,,,,,,18663,T,,1
,,,18564,H,,1,,,,,18664,T,,1
,,,18565,H,1,,,,,,18665,T,,1
,,,18566,H,1,,,,,,18666,T,,1
,,,18567,H,1,,,,,,18667,T,,1
,,,18568,H,,1,,,,,18668,T,,1
,,,18569,H,1,,,,,,18669,T,1,
,,,18570,H,,1,,,,,18670,T,1,
,,,18571,H,1,,,,,,18671,T,,1
,,,18572,H,1,,,,,,18672,T,,1
,,,18573,H,,1,,,,,18673,T,1,
,,,18574,H,1,,,,,,18674,T,1,
,,,18575,H,,1,,,,,18675,T,,1
,,,18576,H,1,,,,,,18676,T,1,
,,,18577,H,1,,,,,,18677,T,,1
,,,18578,H,1,,,,,,18678,T,,1
,,,18579,H,,1,,,,,18679,T,1,
,,,18580,H,,1,,,,,18680,T,1,
,,,18581,H,1,,,,,,18681,T,,1
,,,18582,H,,1,,,,,18682,T,1,
,,,18583,H,1,,,,,,18683,T,,1
,,,18584,H,,1,,,,,18684,T,1,
,,,18585,H,,1,,,,,18685,T,1,
,,,18586,H,,1,,,,,18686,T,1,
,,,18587,H,1,,,,,,18687,T,1,
,,,18588,H,1,,,,,,18688,T,1,
,,,18589,H,1,,,,,,18689,T,1,
,,,18590,H,1,,,,,,18690,T,,1
,,,18591,H,,1,,,,,18691,T,1,
,,,18592,H,1,,,,,,18692,T,1,
,,,18593,H,,1,,,,,18693,T,,1
,,,18594,H,1,,,,,,18694,T,1,
,,,18595,H,,1,,,,,18695,T,1,
,,,18596,H,,1,,,,,18696,T,1,
,,,18597,H,,1,,,,,18697,T,1,
,,,18598,H,1,,,,,,18698,T,1,
,,,18599,H,1,,,,,,18699,T,,1
,,,18600,H,,1,,,,,18700,T,1,
,,,,,,,,,,,,,,
,,1:08pm,18701,H,,1,,,,1:16pm,18801,T,,1
,,,18702,H,,1,,,,,18802,T,1,
,,,18703,H,,1,,,,,18803,T,1,
,,,18704,H,,1,,,,,18804,T,1,
,,,18705,H,,1,,,,,18805,T,1,
,,,18706,H,1,,,,,,18806,T,1,
,,,18707,H,1,,,,,,18807,T,,1
,,,18708,H,,1,,,,,18808,T,1,
,,,18709,H,,1,,,,,18809,T,1,
,,,18710,H,1,,,,,,18810,T,,1
,,,18711,H,1,,,,,,18811,T,1,
,,,18712,H,,1,,,,,18812,T,,1
,,,18713,H,,1,,,,,18813,T,1,
,,,18714,H,,1,,,,,18814,T,,1
,,,18715,H,1,,,,,,18815,T,1,
,,,18716,H,1,,,,,,18816,T,,1
,,,18717,H,1,,,,,,18817,T,,1
,,,18718,H,1,,,,,,18818,T,1,
,,,18719,H,,1,,,,,18819,T,1,
,,,18720,H,1,,,,,,18820,T,,1
,,,18721,H,1,,,,,,18821,T,1,
,,,18722,H,1,,,,,,18822,T,1,
,,,18723,H,,1,,,,,18823,T,,1
,,,18724,H,,1,,,,,18824,T,,1
,,,18725,H,1,,,,,,18825,T,,1
,,,18726,H,1,,,,,,18826,T,,1
,,,18727,H,,1,,,,,18827,T,1,
,,,18728,H,,1,,,,,18828,T,1,
,,,18729,H,,1,,,,,18829,T,,1
,,,18730,H,,1,,,,,18830,T,,1
,,,18731,H,1,,,,,,18831,T,1,
,,,18732,H,1,,,,,,18832,T,1,
,,,18733,H,,1,,,,,18833,T,1,
,,,18734,H,1,,,,,,18834,T,1,
,,,18735,H,,1,,,,,18835,T,1,
,,,18736,H,1,,,,,,18836,T,,1
,,,18737,H,1,,,,,,18837,T,,1
,,,18738,H,,1,,,,,18838,T,1,
,,,18739,H,,1,,,,,18839,T,1,
,,,18740,H,,1,,,,,18840,T,1,
,,,18741,H,,1,,,,,18841,T,1,
,,,18742,H,,1,,,,,18842,T,,1
,,,18743,H,,1,,,,,18843,T,,1
,,,18744,H,,1,,,,,18844,T,1,
,,,18745,H,,1,,,,,18845,T,1,
,,,18746,H,1,,,,,,18846,T,1,
,,,18747,H,,1,,,,,18847,T,1,
,,,18748,H,1,,,,,,18848,T,,1
,,,18749,H,,1,,,,,18849,T,1,
,,,18750,H,,1,,,,,18850,T,1,
,,,18751,H,1,,,,,,18851,T,1,
,,,18752,H,1,,,,,,18852,T,,1
,,,18753,H,,1,,,,,18853,T,,1
,,,18754,H,,1,,,,,18854,T,,1
,,,18755,H,,1,,,,,18855,T,1,
,,,18756,H,1,,,,,,18856,T,,1
,,,18757,H,1,,,,,,18857,T,1,
,,,18758,H,1,,,,,,18858,T,1,
,,,18759,H,1,,,,,,18859,T,1,
,,,18760,H,,1,,,,,18860,T,,1
,,,18761,H,,1,,,,,18861,T,1,
,,,18762,H,,1,,,,,18862,T,,1
,,,18763,H,1,,,,,,18863,T,1,
,,,18764,H,1,,,,,,18864,T,,1
,,,18765,H,,1,,,,,18865,T,,1
,,,18766,H,1,,,,,,18866,T,1,
,,,18767,H,1,,,,,,18867,T,1,
,,,18768,H,,1,,,,,18868,T,1,
,,,18769,H,,1,,,,,18869,T,1,
,,,18770,H,,1,,,,,18870,T,1,
,,,18771,H,1,,,,,,18871,T,1,
,,,18772,H,,1,,,,,18872,T,,1
,,,18773,H,,1,,,,,18873,T,1,
,,,18774,H,,1,,,,,18874,T,1,
,,,18775,H,,1,,,,,18875,T,,1
,,,18776,H,1,,,,,,18876,T,1,
,,,18777,H,1,,,,,,18877,T,,1
,,,18778,H,,1,,,,,18878,T,1,
,,,18779,H,1,,,,,,18879,T,,1
,,,18780,H,1,,,,,,18880,T,1,
,,,18781,H,,1,,,,,18881,T,1,
,,,18782,H,1,,,,,,18882,T,,1
,,,18783,H,,1,,,,,18883,T,,1
,,,18784,H,,1,,,,,18884,T,1,
,,,18785,H,1,,,,,,18885,T,1,
,,,18786,H,1,,,,,,18886,T,,1
,,,18787,H,,1,,,,,18887,T,,1
,,,18788,H,1,,,,,,18888,T,1,
,,,18789,H,,1,,,,,18889,T,,1
,,,18790,H,,1,,,,,18890,T,,1
,,,18791,H,,1,,,,,18891,T,,1
,,,18792,H,1,,,,,,18892,T,1,
,,,18793,H,1,,,,,,18893,T,1,
,,,18794,H,,1,,,,,18894,T,1,
,,,18795,H,,1,,,,,18895,T,1,
,,,18796,H,1,,,,,,18896,T,,1
,,,18797,H,,1,,,,,18897,T,1,
,,,18798,H,,1,,,,,18898,T,1,
,,,18799,H,1,,,,,,18899,T,,1
,,,18800,H,,1,,,,,18900,T,1,
,,,,,,,,,,,,,,
,,1:22pm,18901,H,1,,,,,1:30pm,19001,T,1,
,,,18902,H,1,,,,,,19002,T,,1
,,,18903,H,1,,,,,,19003,T,,1
,,,18904,H,,1,,,,,19004,T,,1
,,,18905,H,1,,,,,,19005,T,1,
,,,18906,H,,1,,,,,19006,T,1,
,,,18907,H,,1,,,,,19007,T,,1
,,,18908,H,1,,,,,,19008,T,1,
,,,18909,H,1,,,,,,19009,T,1,
,,,18910,H,1,,,,,,19010,T,1,
,,,18911,H,1,,,,,,19011,T,,1
,,,18912,H,1,,,,,,19012,T,1,
,,,18913,H,,1,,,,,19013,T,1,
,,,18914,H,1,,,,,,19014,T,,1
,,,18915,H,,1,,,,,19015,T,1,
,,,18916,H,1,,,,,,19016,T,1,
,,,18917,H,1,,,,,,19017,T,,1
,,,18918,H,1,,,,,,19018,T,1,
,,,18919,H,1,,,,,,19019,T,,1
,,,18920,H,1,,,,,,19020,T,,1
,,,18921,H,,1,,,,,19021,T,,1
,,,18922,H,1,,,,,,19022,T,1,
,,,18923,H,,1,,,,,19023,T,1,
,,,18924,H,1,,,,,,19024,T,,1
,,,18925,H,,1,,,,,19025,T,,1
,,,18926,H,1,,,,,,19026,T,1,
,,,18927,H,,1,,,,,19027,T,1,
,,,18928,H,,1,,,,,19028,T,,1
,,,18929,H,1,,,,,,19029,T,,1
,,,18930,H,,1,,,,,19030,T,,1
,,,18931,H,1,,,,,,19031,T,1,
,,,18932,H,,1,,,,,19032,T,,1
,,,18933,H,1,,,,,,19033,T,1,
,,,18934,H,1,,,,,,19034,T,1,
,,,18935,H,,1,,,,,19035,T,,1
,,,18936,H,,1,,,,,19036,T,1,
,,,18937,H,,1,,,,,19037,T,1,
,,,18938,H,,1,,,,,19038,T,,1
,,,18939,H,,1,,,,,19039,T,,1
,,,18940,H,1,,,,,,19040,T,1,
,,,18941,H,1,,,,,,19041,T,,1
,,,18942,H,,1,,,,,19042,T,1,
,,,18943,H,1,,,,,,19043,T,1,
,,,18944,H,,1,,,,,19044,T,,1
,,,18945,H,,1,,,,,19045,T,1,
,,,18946,H,,1,,,,,19046,T,,1
,,,18947,H,,1,,,,,19047,T,1,
,,,18948,H,,1,,,,,19048,T,,1
,,,18949,H,1,,,,,,19049,T,1,
,,,18950,H,1,,,,,,19050,T,,1
,,,18951,H,1,,,,,,19051,T,,1
,,,18952,H,1,,,,,,19052,T,,1
,,,18953,H,,1,,,,,19053,T,,1
,,,18954,H,1,,,,,,19054,T,,1
,,,18955,H,1,,,,,,19055,T,1,
,,,18956,H,1,,,,,,19056,T,,1
,,,18957,H,1,,,,,,19057,T,,1
,,,18958,H,1,,,,,,19058,T,1,
,,,18959,H,1,,,,,,19059,T,1,
,,,18960,H,,1,,,,,19060,T,1,
,,,18961,H,,1,,,,,19061,T,1,
,,,18962,H,1,,,,,,19062,T,1,
,,,18963,H,1,,,,,,19063,T,,1
,,,18964,H,,1,,,,,19064,T,1,
,,,18965,H,1,,,,,,19065,T,1,
,,,18966,H,1,,,,,,19066,T,,1
,,,18967,H,1,,,,,,19067,T,1,
,,,18968,H,,1,,,,,19068,T,1,
,,,18969,H,,1,,,,,19069,T,1,
,,,18970,H,1,,,,,,19070,T,,1
,,,18971,H,1,,,,,,19071,T,1,
,,,18972,H,1,,,,,,19072,T,1,
,,,18973,H,1,,,,,,19073,T,1,
,,,18974,H,1,,,,,,19074,T,,1
,,,18975,H,,1,,,,,19075,T,1,
,,,18976,H,1,,,,,,19076,T,,1
,,,18977,H,1,,,,,,19077,T,1,
,,,18978,H,,1,,,,,19078,T,1,
,,,18979,H,1,,,,,,19079,T,1,
,,,18980,H,,1,,,,,19080,T,1,
,,,18981,H,1,,,,,,19081,T,1,
,,,18982,H,1,,,,,,19082,T,1,
,,,18983,H,1,,,,,,19083,T,1,
,,,18984,H,1,,,,,,19084,T,1,
,,,18985,H,,1,,,,,19085,T,1,
,,,18986,H,,1,,,,,19086,T,1,
,,,18987,H,1,,,,,,19087,T,,1
,,,18988,H,,1,,,,,19088,T,,1
,,,18989,H,,1,,,,,19089,T,,1
,,,18990,H,,1,,,,,19090,T,,1
,,,18991,H,1,,,,,,19091,T,,1
,,,18992,H,,1,,,,,19092,T,1,
,,,18993,H,1,,,,,,19093,T,,1
,,,18994,H,,1,,,,,19094,T,,1
,,,18995,H,1,,,,,,19095,T,,1
,,,18996,H,1,,,,,,19096,T,1,
,,,18997,H,1,,,,,,19097,T,1,
,,,18998,H,1,,,,,,19098,T,,1
,,,18999,H,1,,,,,,19099,T,,1
,,,19000,H,,1,,,,,19100,T,1,
,,,,,,,,,,,,,,
,,1:40pm,19101,H,,1,,,,1:48pm,19201,T,1,
,,,19102,H,,1,,,,,19202,T,,1
,,,19103,H,1,,,,,,19203,T,,1
,,,19104,H,,1,,,,,19204,T,,1
,,,19105,H,1,,,,,,19205,T,1,
,,,19106,H,,1,,,,,19206,T,,1
,,,19107,H,,1,,,,,19207,T,,1
,,,19108,H,1,,,,,,19208,T,,1
,,,19109,H,,1,,,,,19209,T,,1
,,,19110,H,1,,,,,,19210,T,,1
,,,19111,H,,1,,,,,19211,T,1,
,,,19112,H,1,,,,,,19212,T,,1
,,,19113,H,,1,,,,,19213,T,1,
,,,19114,H,,1,,,,,19214,T,1,
,,,19115,H,,1,,,,,19215,T,1,
,,,19116,H,1,,,,,,19216,T,1,
,,,19117,H,1,,,,,,19217,T,,1
,,,19118,H,1,,,,,,19218,T,1,
,,,19119,H,,1,,,,,19219,T,,1
,,,19120,H,1,,,,,,19220,T,,1
,,,19121,H,1,,,,,,19221,T,,1
,,,19122,H,,1,,,,,19222,T,,1
,,,19123,H,,1,,,,,19223,T,1,
,,,19124,H,1,,,,,,19224,T,1,
,,,19125,H,1,,,,,,19225,T,,1
,,,19126,H,1,,,,,,19226,T,1,
,,,19127,H,,1,,,,,19227,T,1,
,,,19128,H,1,,,,,,19228,T,1,
,,,19129,H,1,,,,,,19229,T,,1
,,,19130,H,,1,,,,,19230,T,1,
,,,19131,H,,1,,,,,19231,T,,1
,,,19132,H,,1,,,,,19232,T,1,
,,,19133,H,,1,,,,,19233,T,,1
,,,19134,H,,1,,,,,19234,T,1,
,,,19135,H,,1,,,,,19235,T,,1
,,,19136,H,1,,,,,,19236,T,,1
,,,19137,H,1,,,,,,19237,T,,1
,,,19138,H,1,,,,,,19238,T,,1
,,,19139,H,1,,,,,,19239,T,,1
,,,19140,H,,1,,,,,19240,T,,1
,,,19141,H,1,,,,,,19241,T,,1
,,,19142,H,1,,,,,,19242,T,1,
,,,19143,H,1,,,,,,19243,T,,1
,,,19144,H,,1,,,,,19244,T,1,
,,,19145,H,1,,,,,,19245,T,,1
,,,19146,H,1,,,,,,19246,T,,1
,,,19147,H,1,,,,,,19247,T,,1
,,,19148,H,,1,,,,,19248,T,,1
,,,19149,H,,1,,,,,19249,T,1,
,,,19150,H,1,,,,,,19250,T,,1
,,,19151,H,,1,,,,,19251,T,,1
,,,19152,H,,1,,,,,19252,T,1,
,,,19153,H,1,,,,,,19253,T,1,
,,,19154,H,1,,,,,,19254,T,,1
,,,19155,H,1,,,,,,19255,T,,1
,,,19156,H,1,,,,,,19256,T,,1
,,,19157,H,1,,,,,,19257,T,,1
,,,19158,H,,1,,,,,19258,T,1,
,,,19159,H,1,,,,,,19259,T,1,
,,,19160,H,,1,,,,,19260,T,,1
,,,19161,H,1,,,,,,19261,T,1,
,,,19162,H,,1,,,,,19262,T,,1
,,,19163,H,,1,,,,,19263,T,,1
,,,19164,H,1,,,,,,19264,T,1,
,,,19165,H,,1,,,,,19265,T,1,
,,,19166,H,,1,,,,,19266,T,1,
,,,19167,H,1,,,,,,19267,T,,1
,,,19168,H,,1,,,,,19268,T,,1
,,,19169,H,1,,,,,,19269,T,1,
,,,19170,H,,1,,,,,19270,T,1,
,,,19171,H,1,,,,,,19271,T,1,
,,,19172,H,1,,,,,,19272,T,,1
,,,19173,H,1,,,,,,19273,T,1,
,,,19174,H,1,,,,,,19274,T,,1
,,,19175,H,1,,,,,,19275,T,,1
,,,19176,H,,1,,,,,19276,T,,1
,,,19177,H,1,,,,,,19277,T,1,
,,,19178,H,,1,,,,,19278,T,1,
,,,19179,H,,1,,,,,19279,T,,1
,,,19180,H,1,,,,,,19280,T,,1
,,,19181,H,1,,,,,,19281,T,1,
,,,19182,H,,1,,,,,19282,T,,1
,,,19183,H,,1,,,,,19283,T,,1
,,,19184,H,,1,,,,,19284,T,,1
,,,19185,H,,1,,,,,19285,T,,1
,,,19186,H,1,,,,,,19286,T,,1
,,,19187,H,,1,,,,,19287,T,1,
,,,19188,H,,1,,,,,19288,T,1,
,,,19189,H,,1,,,,,19289,T,1,
,,,19190,H,1,,,,,,19290,T,,1
,,,19191,H,1,,,,,,19291,T,1,
,,,19192,H,,1,,,,,19292,T,1,
,,,19193,H,1,,,,,,19293,T,,1
,,,19194,H,1,,,,,,19294,T,1,
,,,19195,H,1,,,,,,19295,T,1,
,,,19196,H,1,,,,,,19296,T,1,
,,,19197,H,1,,,,,,19297,T,,1
,,,19198,H,1,,,,,,19298,T,,1
,,,19199,H,1,,,,,,19299,T,1,
,,,19200,H,,1,,,,,19300,T,1,
,,,,,,,,,,,,,,
,,1:54pm,19301,H,,1,,,,2:05pm,19401,T,,1
,,,19302,H,,1,,,,,19402,T,,1
,,,19303,H,,1,,,,,19403,T,1,
,,,19304,H,,1,,,,,19404,T,,1
,,,19305,H,,1,,,,,19405,T,1,
,,,19306,H,1,,,,,,19406,T,,1
,,,19307,H,1,,,,,,19407,T,,1
,,,19308,H,1,,,,,,19408,T,,1
,,,19309,H,,1,,,,,19409,T,1,
,,,19310,H,,1,,,,,19410,T,,1
,,,19311,H,,1,,,,,19411,T,,1
,,,19312,H,1,,,,,,19412,T,,1
,,,19313,H,,1,,,,,19413,T,,1
,,,19314,H,1,,,,,,19414,T,1,
,,,19315,H,1,,,,,,19415,T,1,
,,,19316,H,1,,,,,,19416,T,,1
,,,19317,H,,1,,,,,19417,T,1,
,,,19318,H,1,,,,,,19418,T,1,
,,,19319,H,1,,,,,,19419,T,,1
,,,19320,H,1,,,,,,19420,T,1,
,,,19321,H,,1,,,,,19421,T,,1
,,,19322,H,,1,,,,,19422,T,,1
,,,19323,H,1,,,,,,19423,T,,1
,,,19324,H,,1,,,,,19424,T,,1
,,,19325,H,1,,,,,,19425,T,,1
,,,19326,H,1,,,,,,19426,T,,1
,,,19327,H,1,,,,,,19427,T,,1
,,,19328,H,1,,,,,,19428,T,1,
,,,19329,H,,1,,,,,19429,T,1,
,,,19330,H,1,,,,,,19430,T,,1
,,,19331,H,,1,,,,,19431,T,,1
,,,19332,H,,1,,,,,19432,T,1,
,,,19333,H,1,,,,,,19433,T,,1
,,,19334,H,,1,,,,,19434,T,,1
,,,19335,H,,1,,,,,19435,T,,1
,,,19336,H,,1,,,,,19436,T,1,
,,,19337,H,1,,,,,,19437,T,,1
,,,19338,H,,1,,,,,19438,T,,1
,,,19339,H,,1,,,,,19439,T,1,
,,,19340,H,1,,,,,,19440,T,,1
,,,19341,H,,1,,,,,19441,T,,1
,,,19342,H,1,,,,,,19442,T,,1
,,,19343,H,,1,,,,,19443,T,,1
,,,19344,H,1,,,,,,19444,T,,1
,,,19345,H,,1,,,,,19445,T,1,
,,,19346,H,1,,,,,,19446,T,1,
,,,19347,H,,1,,,,,19447,T,,1
,,,19348,H,1,,,,,,19448,T,1,
,,,19349,H,1,,,,,,19449,T,1,
,,,19350,H,,1,,,,,19450,T,1,
,,,19351,H,,1,,,,,19451,T,1,
,,,19352,H,1,,,,,,19452,T,1,
,,,19353,H,1,,,,,,19453,T,,1
,,,19354,H,1,,,,,,19454,T,1,
,,,19355,H,1,,,,,,19455,T,,1
,,,19356,H,1,,,,,,19456,T,1,
,,,19357,H,1,,,,,,19457,T,1,
,,,19358,H,,1,,,,,19458,T,1,
,,,19359,H,1,,,,,,19459,T,1,
,,,19360,H,1,,,,,,19460,T,1,
,,,19361,H,1,,,,,,19461,T,1,
,,,19362,H,,1,,,,,19462,T,,1
,,,19363,H,,1,,,,,19463,T,,1
,,,19364,H,,1,,,,,19464,T,1,
,,,19365,H,1,,,,,,19465,T,1,
,,,19366,H,1,,,,,,19466,T,1,
,,,19367,H,,1,,,,,19467,T,,1
,,,19368,H,,1,,,,,19468,T,1,
,,,19369,H,1,,,,,,19469,T,1,
,,,19370,H,1,,,,,,19470,T,,1
,,,19371,H,1,,,,,,19471,T,1,
,,,19372,H,1,,,,,,19472,T,1,
,,,19373,H,,1,,,,,19473,T,1,
,,,19374,H,1,,,,,,19474,T,,1
,,,19375,H,1,,,,,,19475,T,1,
,,,19376,H,,1,,,,,19476,T,1,
,,,19377,H,,1,,,,,19477,T,1,
,,,19378,H,,1,,,,,19478,T,,1
,,,19379,H,1,,,,,,19479,T,,1
,,,19380,H,1,,,,,,19480,T,1,
,,,19381,H,1,,,,,,19481,T,1,
,,,19382,H,1,,,,,,19482,T,,1
,,,19383,H,,1,,,,,19483,T,,1
,,,19384,H,,1,,,,,19484,T,,1
,,,19385,H,1,,,,,,19485,T,1,
,,,19386,H,1,,,,,,19486,T,,1
,,,19387,H,,1,,,,,19487,T,1,
,,,19388,H,,1,,,,,19488,T,1,
,,,19389,H,1,,,,,,19489,T,1,
,,,19390,H,1,,,,,,19490,T,1,
,,,19391,H,1,,,,,,19491,T,,1
,,,19392,H,1,,,,,,19492,T,1,
,,,19393,H,,1,,,,,19493,T,1,
,,,19394,H,1,,,,,,19494,T,1,
,,,19395,H,1,,,,,,19495,T,,1
,,,19396,H,1,,,,,,19496,T,1,
,,,19397,H,1,,,,,,19497,T,1,
,,,19398,H,,1,,,,,19498,T,1,
,,,19399,H,1,,,,,,19499,T,,1
,,,19400,H,1,,,,,,19500,T,1,
,,,,,,,,,,,,,,
,,2:09pm,19501,H,1,,,,,2:16pm,19601,T,1,
,,,19502,H,,1,,,,,19602,T,,1
,,,19503,H,,1,,,,,19603,T,1,
,,,19504,H,1,,,,,,19604,T,1,
,,,19505,H,,1,,,,,19605,T,1,
,,,19506,H,1,,,,,,19606,T,1,
,,,19507,H,1,,,,,,19607,T,,1
,,,19508,H,1,,,,,,19608,T,1,
,,,19509,H,,1,,,,,19609,T,,1
,,,19510,H,,1,,,,,19610,T,1,
,,,19511,H,,1,,,,,19611,T,,1
,,,19512,H,,1,,,,,19612,T,1,
,,,19513,H,1,,,,,,19613,T,1,
,,,19514,H,,1,,,,,19614,T,,1
,,,19515,H,,1,,,,,19615,T,1,
,,,19516,H,1,,,,,,19616,T,,1
,,,19517,H,1,,,,,,19617,T,,1
,,,19518,H,,1,,,,,19618,T,1,
,,,19519,H,,1,,,,,19619,T,,1
,,,19520,H,1,,,,,,19620,T,1,
,,,19521,H,,1,,,,,19621,T,1,
,,,19522,H,1,,,,,,19622,T,,1
,,,19523,H,,1,,,,,19623,T,1,
,,,19524,H,1,,,,,,19624,T,1,
,,,19525,H,1,,,,,,19625,T,,1
,,,19526,H,,1,,,,,19626,T,,1
,,,19527,H,,1,,,,,19627,T,1,
,,,19528,H,1,,,,,,19628,T,1,
,,,19529,H,1,,,,,,19629,T,1,
,,,19530,H,,1,,,,,19630,T,1,
,,,19531,H,1,,,,,,19631,T,1,
,,,19532,H,1,,,,,,19632,T,1,
,,,19533,H,,1,,,,,19633,T,,1
