Date,Time,Tosser,Toss #,Start,End: H,End: T,,,Time,Tosser,Toss #,Start,End: H,End: T
,,,12972,H,1,,,,,,13072,T,1,
,,,12973,H,1,,,,,,13073,T,1,
,,,12974,H,1,,,,,,13074,T,1,
,,,12975,H,,1,,,,,13075,T,,1
,,,12976,H,1,,,,,,13076,T,1,
,,,12977,H,,1,,,,,13077,T,1,
,,,12978,H,1,,,,,,13078,T,1,
,,,12979,H,1,,,,,,13079,T,,1
,,,12980,H,,1,,,,,13080,T,1,
,,,12981,H,1,,,,,,13081,T,1,
,,,12982,H,,1,,,,,13082,T,1,
,,,12983,H,1,,,,,,13083,T,,1
,,,12984,H,,1,,,,,13084,T,,1
,,,12985,H,,1,,,,,13085,T,1,
,,,12986,H,,1,,,,,13086,T,,1
,,,12987,H,1,,,,,,13087,T,,1
,,,12988,H,1,,,,,,13088,T,1,
,,,12989,H,,1,,,,,13089,T,,1
,,,12990,H,1,,,,,,13090,T,1,
,,,12991,H,,1,,,,,13091,T,1,
,,,12992,H,,1,,,,,13092,T,1,
,,,12993,H,1,,,,,,13093,T,1,
,,,12994,H,1,,,,,,13094,T,,1
,,,12995,H,,1,,,,,13095,T,,1
,,,12996,H,,1,,,,,13096,T,1,
,,,12997,H,,1,,,,,13097,T,,1
,,,12998,H,1,,,,,,13098,T,,1
,,,12999,H,,1,,,,,13099,T,1,
,,,13000,H,1,,,,,,13100,T,,1
Results,800 Start H,434,H,,,,,,,,,,,
,800 Start T,426,T,,,,,,,,,,,
13-Mar,Janet,12:50pm,13101,H,1,,,,Priscilla,12:58pm,13201,T,,1
,,,13102,H,,1,,,,,13202,T,1,
,,,13103,H,,1,,,,,13203,T,,1
,,,13104,H,1,,,,,,13204,T,,1
,,,13105,H,,1,,,,,13205,T,1,
,,,13106,H,,1,,,,,13206,T,1,
,,,13107,H,1,,,,,,13207,T,,1
,,,13108,H,,1,,,,,13208,T,,1
,,,13109,H,,1,,,,,13209,T,1,
,,,13110,H,1,,,,,,13210,T,1,
,,,13111,H,,1,,,,,13211,T,1,
,,,13112,H,1,,,,,,13212,T,,1
,,,13113,H,1,,,,,,13213,T,1,
,,,13114,H,,1,,,,,13214,T,,1
,,,13115,H,1,,,,,,13215,T,,1
,,,13116,H,1,,,,,,13216,T,,1
,,,13117,H,,1,,,,,13217,T,1,
,,,13118,H,,1,,,,,13218,T,1,
,,,13119,H,1,,,,,,13219,T,1,
,,,13120,H,1,,,,,,13220,T,1,
,,,13121,H,1,,,,,,13221,T,,1
,,,13122,H,1,,,,,,13222,T,,1
,,,13123,H,1,,,,,,13223,T,1,
,,,13124,H,,1,,,,,13224,T,,1
,,,13125,H,,1,,,,,13225,T,,1
,,,13126,H,1,,,,,,13226,T,1,
,,,13127,H,1,,,,,,13227,T,,1
,,,13128,H,,1,,,,,13228,T,1,
,,,13129,H,,1,,,,,13229,T,1,
,,,13130,H,1,,,,,,13230,T,1,
,,,13131,H,,1,,,,,13231,T,1,
,,,13132,H,,1,,,,,13232,T,1,
,,,13133,H,1,,,,,,13233,T,,1
,,,13134,H,,1,,,,,13234,T,1,
,,,13135,H,1,,,,,,13235,T,1,
,,,13136,H,1,,,,,,13236,T,,1
,,,13137,H,,1,,,,,13237,T,,1
,,,13138,H,1,,,,,,13238,T,1,
,,,13139,H,,1,,,,,13239,T,1,
,,,13140,H,1,,,,,,13240,T,,1
,,,13141,H,1,,,,,,13241,T,1,
,,,13142,H,,1,,,,,13242,T,,1
,,,13143,H,,1,,,,,13243,T,,1
,,,13144,H,1,,,,,,13244,T,1,
,,,13145,H,,1,,,,,13245,T,1,
,,,13146,H,1,,,,,,13246,T,1,
,,,13147,H,,1,,,,,13247,T,1,
,,,13148,H,,1,,,,,13248,T,,1
,,,13149,H,1,,,,,,13249,T,1,
,,,13150,H,1,,,,,,13250,T,1,
,,,13151,H,1,,,,,,13251,T,,1
,,,13152,H,,1,,,,,13252,T,1,
,,,13153,H,,1,,,,,13253,T,1,
,,,13154,H,,1,,,,,13254,T,,1
,,,13155,H,1,,,,,,13255,T,,1
,,,13156,H,1,,,,,,13256,T,,1
,,,13157,H,,1,,,,,13257,T,,1
,,,13158,H,,1,,,,,13258,T,,1
,,,13159,H,1,,,,,,13259,T,,1
,,,13160,H,1,,,,,,13260,T,1,
,,,13161,H,1,,,,,,13261,T,,1
,,,13162,H,,1,,,,,13262,T,1,
,,,13163,H,,1,,,,,13263,T,1,
,,,13164,H,1,,,,,,13264,T,1,
,,,13165,H,1,,,,,,13265,T,1,
,,,13166,H,,1,,,,,13266,T,1,
,,,13167,H,,1,,,,,13267,T,1,
,,,13168,H,,1,,,,,13268,T,1,
,,,13169,H,1,,,,,,13269,T,1,
,,,13170,H,1,,,,,,13270,T,,1
,,,13171,H,,1,,,,,13271,T,1,
,,,13172,H,,1,,,,,13272,T,1,
,,,13173,H,1,,,,,,13273,T,1,
,,,13174,H,,1,,,,,13274,T,,1
,,,13175,H,1,,,,,,13275,T,,1
,,,13176,H,,1,,,,,13276,T,,1
,,,13177,H,1,,,,,,13277,T,1,
,,,13178,H,1,,,,,,13278,T,,1
,,,13179,H,,1,,,,,13279,T,1,
,,,13180,H,1,,,,,,13280,T,,1
,,,13181,H,,1,,,,,13281,T,1,
,,,13182,H,,1,,,,,13282,T,1,
,,,13183,H,,1,,,,,13283,T,1,
,,,13184,H,,1,,,,,13284,T,1,
,,,13185,H,,1,,,,,13285,T,,1
,,,13186,H,,1,,,,,13286,T,,1
,,,13187,H,1,,,,,,13287,T,1,
,,,13188,H,1,,,,,,13288,T,1,
,,,13189,H,1,,,,,,13289,T,1,
,,,13190,H,,1,,,,,13290,T,1,
,,,13191,H,,1,,,,,13291,T,,1
,,,13192,H,1,,,,,,13292,T,1,
,,,13193,H,1,,,,,,13293,T,,1
,,,13194,H,1,,,,,,13294,T,,1
,,,13195,H,1,,,,,,13295,T,,1
,,,13196,H,,1,,,,,13296,T,1,
,,,13197,H,1,,,,,,13297,T,1,
,,,13198,H,1,,,,,,13298,T,,1
,,,13199,H,,1,,,,,13299,T,1,
,,,13200,H,1,,,,,,13300,T,,1
,,,,,,,,,,,,,,
,,1:06pm,13301,H,,1,,,,1:13pm,13401,T,1,
,,,13302,H,1,,,,,,13402,T,1,
,,,13303,H,1,,,,,,13403,T,,1
,,,13304,H,1,,,,,,13404,T,,1
,,,13305,H,,1,,,,,13405,T,1,
,,,13306,H,1,,,,,,13406,T,,1
,,,13307,H,1,,,,,,13407,T,1,
,,,13308,H,,1,,,,,13408,T,,1
,,,13309,H,1,,,,,,13409,T,1,
,,,13310,H,1,,,,,,13410,T,,1
,,,13311,H,,1,,,,,13411,T,1,
,,,13312,H,1,,,,,,13412,T,1,
,,,13313,H,1,,,,,,13413,T,,1
,,,13314,H,,1,,,,,13414,T,1,
,,,13315,H,1,,,,,,13415,T,1,
,,,13316,H,,1,,,,,13416,T,1,
,,,13317,H,,1,,,,,13417,T,1,
,,,13318,H,1,,,,,,13418,T,1,
,,,13319,H,1,,,,,,13419,T,,1
,,,13320,H,,1,,,,,13420,T,,1
,,,13321,H,1,,,,,,13421,T,1,
,,,13322,H,,1,,,,,13422,T,,1
,,,13323,H,1,,,,,,13423,T,1,
,,,13324,H,,1,,,,,13424,T,,1
,,,13325,H,1,,,,,,13425,T,1,
,,,13326,H,,1,,,,,13426,T,,1
,,,13327,H,,1,,,,,13427,T,,1
,,,13328,H,1,,,,,,13428,T,,1
,,,13329,H,,1,,,,,13429,T,,1
,,,13330,H,,1,,,,,13430,T,,1
,,,13331,H,1,,,,,,13431,T,1,
,,,13332,H,,1,,,,,13432,T,,1
,,,13333,H,,1,,,,,13433,T,,1
,,,13334,H,1,,,,,,13434,T,,1
,,,13335,H,,1,,,,,13435,T,1,
,,,13336,H,1,,,,,,13436,T,1,
,,,13337,H,,1,,,,,13437,T,1,
,,,13338,H,,1,,,,,13438,T,,1
,,,13339,H,1,,,,,,13439,T,,1
,,,13340,H,,1,,,,,13440,T,,1
,,,13341,H,1,,,,,,13441,T,1,
,,,13342,H,1,,,,,,13442,T,1,
,,,13343,H,,1,,,,,13443,T,,1
,,,13344,H,1,,,,,,13444,T,1,
,,,13345,H,1,,,,,,13445,T,,1
,,,13346,H,,1,,,,,13446,T,1,
,,,13347,H,,1,,,,,13447,T,,1
,,,13348,H,1,,,,,,13448,T,,1
,,,13349,H,1,,,,,,13449,T,1,
,,,13350,H,,1,,,,,13450,T,1,
,,,13351,H,,1,,,,,13451,T,,1
,,,13352,H,,1,,,,,13452,T,1,
,,,13353,H,,1,,,,,13453,T,,1
,,,13354,H,1,,,,,,13454,T,,1
,,,13355,H,,1,,,,,13455,T,1,
,,,13356,H,,1,,,,,13456,T,,1
,,,13357,H,1,,,,,,13457,T,,1
,,,13358,H,1,,,,,,13458,T,,1
,,,13359,H,,1,,,,,13459,T,,1
,,,13360,H,1,,,,,,13460,T,1,
,,,13361,H,1,,,,,,13461,T,,1
,,,13362,H,1,,,,,,13462,T,,1
,,,13363,H,,1,,,,,13463,T,,1
,,,13364,H,1,,,,,,13464,T,1,
,,,13365,H,,1,,,,,13465,T,1,
,,,13366,H,1,,,,,,13466,T,,1
,,,13367,H,1,,,,,,13467,T,1,
,,,13368,H,,1,,,,,13468,T,,1
,,,13369,H,,1,,,,,13469,T,1,
,,,13370,H,,1,,,,,13470,T,,1
,,,13371,H,1,,,,,,13471,T,,1
,,,13372,H,,1,,,,,13472,T,,1
,,,13373,H,,1,,,,,13473,T,1,
,,,13374,H,1,,,,,,13474,T,,1
,,,13375,H,,1,,,,,13475,T,,1
,,,13376,H,,1,,,,,13476,T,1,
,,,13377,H,1,,,,,,13477,T,,1
,,,13378,H,1,,,,,,13478,T,,1
,,,13379,H,,1,,,,,13479,T,,1
,,,13380,H,1,,,,,,13480,T,,1
,,,13381,H,1,,,,,,13481,T,1,
,,,13382,H,,1,,,,,13482,T,1,
,,,13383,H,1,,,,,,13483,T,1,
,,,13384,H,,1,,,,,13484,T,,1
,,,13385,H,,1,,,,,13485,T,,1
,,,13386,H,,1,,,,,13486,T,1,
,,,13387,H,1,,,,,,13487,T,,1
,,,13388,H,,1,,,,,13488,T,,1
,,,13389,H,1,,,,,,13489,T,,1
,,,13390,H,,1,,,,,13490,T,,1
,,,13391,H,,1,,,,,13491,T,1,
,,,13392,H,1,,,,,,13492,T,1,
,,,13393,H,1,,,,,,13493,T,,1
,,,13394,H,,1,,,,,13494,T,,1
,,,13395,H,,1,,,,,13495,T,,1
,,,13396,H,,1,,,,,13496,T,1,
,,,13397,H,,1,,,,,13497,T,,1
,,,13398,H,1,,,,,,13498,T,,1
,,,13399,H,,1,,,,,13499,T,1,
,,,13400,H,,1,,,,,13500,T,1,
,,,,,,,,,,,,,,
,,1:19pm,13501,H,1,,,,,1:28pm,13601,T,1,
,,,13502,H,1,,,,,,13602,T,,1
,,,13503,H,1,,,,,,13603,T,,1
,,,13504,H,,1,,,,,13604,T,1,
,,,13505,H,,1,,,,,13605,T,1,
,,,13506,H,1,,,,,,13606,T,,1
,,,13507,H,1,,,,,,13607,T,1,
,,,13508,H,1,,,,,,13608,T,,1
,,,13509,H,,1,,,,,13609,T,,1
,,,13510,H,,1,,,,,13610,T,1,
,,,13511,H,,1,,,,,13611,T,,1
,,,13512,H,,1,,,,,13612,T,,1
,,,13513,H,,1,,,,,13613,T,,1
,,,13514,H,,1,,,,,13614,T,,1
,,,13515,H,,1,,,,,13615,T,,1
,,,13516,H,1,,,,,,13616,T,,1
,,,13517,H,,1,,,,,13617,T,1,
,,,13518,H,,1,,,,,13618,T,,1
,,,13519,H,,1,,,,,13619,T,,1
,,,13520,H,,1,,,,,13620,T,,1
,,,13521,H,1,,,,,,13621,T,,1
,,,13522,H,,1,,,,,13622,T,1,
,,,13523,H,,1,,,,,13623,T,1,
,,,13524,H,1,,,,,,13624,T,,1
,,,13525,H,1,,,,,,13625,T,1,
,,,13526,H,1,,,,,,13626,T,,1
,,,13527,H,,1,,,,,13627,T,1,
,,,13528,H,1,,,,,,13628,T,1,
,,,13529,H,,1,,,,,13629,T,,1
,,,13530,H,,1,,,,,13630,T,1,
,,,13531,H,1,,,,,,13631,T,,1
,,,13532,H,,1,,,,,13632,T,1,
,,,13533,H,,1,,,,,13633,T,,1
,,,13534,H,1,,,,,,13634,T,1,
,,,13535,H,,1,,,,,13635,T,1,
,,,13536,H,,1,,,,,13636,T,1,
,,,13537,H,,1,,,,,13637,T,1,
,,,13538,H,,1,,,,,13638,T,1,
,,,13539,H,,1,,,,,13639,T,,1
,,,13540,H,,1,,,,,13640,T,1,
,,,13541,H,1,,,,,,13641,T,1,
,,,13542,H,,1,,,,,13642,T,1,
,,,13543,H,,1,,,,,13643,T,1,
,,,13544,H,,1,,,,,13644,T,,1
,,,13545,H,,1,,,,,13645,T,1,
,,,13546,H,,1,,,,,13646,T,1,
,,,13547,H,1,,,,,,13647,T,1,
,,,13548,H,1,,,,,,13648,T,1,
,,,13549,H,1,,,,,,13649,T,1,
,,,13550,H,,1,,,,,13650,T,1,
,,,13551,H,,1,,,,,13651,T,1,
,,,13552,H,1,,,,,,13652,T,,1
,,,13553,H,1,,,,,,13653,T,,1
,,,13554,H,,1,,,,,13654,T,,1
,,,13555,H,1,,,,,,13655,T,1,
,,,13556,H,,1,,,,,13656,T,1,
,,,13557,H,,1,,,,,13657,T,,1
,,,13558,H,,1,,,,,13658,T,,1
,,,13559,H,1,,,,,,13659,T,,1
,,,13560,H,,1,,,,,13660,T,,1
,,,13561,H,1,,,,,,13661,T,,1
,,,13562,H,,1,,,,,13662,T,,1
,,,13563,H,,1,,,,,13663,T,1,
,,,13564,H,,1,,,,,13664,T,1,
,,,13565,H,1,,,,,,13665,T,1,
,,,13566,H,,1,,,,,13666,T,,1
,,,13567,H,1,,,,,,13667,T,1,
,,,13568,H,,1,,,,,13668,T,1,
,,,13569,H,,1,,,,,13669,T,1,
,,,13570,H,,1,,,,,13670,T,,1
,,,13571,H,,1,,,,,13671,T,,1
,,,13572,H,1,,,,,,13672,T,,1
,,,13573,H,1,,,,,,13673,T,1,
,,,13574,H,,1,,,,,13674,T,,1
,,,13575,H,1,,,,,,13675,T,1,
,,,13576,H,1,,,,,,13676,T,1,
,,,13577,H,,1,,,,,13677,T,,1
,,,13578,H,,1,,,,,13678,T,1,
,,,13579,H,1,,,,,,13679,T,1,
,,,13580,H,1,,,,,,13680,T,1,
,,,13581,H,,1,,,,,13681,T,,1
,,,13582,H,,1,,,,,13682,T,1,
,,,13583,H,,1,,,,,13683,T,1,
,,,13584,H,,1,,,,,13684,T,,1
,,,13585,H,1,,,,,,13685,T,,1
,,,13586,H,,1,,,,,13686,T,,1
,,,13587,H,1,,,,,,13687,T,,1
,,,13588,H,1,,,,,,13688,T,,1
,,,13589,H,,1,,,,,13689,T,1,
,,,13590,H,,1,,,,,13690,T,1,
,,,13591,H,1,,,,,,13691,T,1,
,,,13592,H,1,,,,,,13692,T,,1
,,,13593,H,,1,,,,,13693,T,1,
,,,13594,H,,1,,,,,13694,T,,1
,,,13595,H,,1,,,,,13695,T,,1
,,,13596,H,1,,,,,,13696,T,,1
,,,13597,H,1,,,,,,13697,T,1,
,,,13598,H,1,,,,,,13698,T,,1
,,,13599,H,1,,,,,,13699,T,1,
,,,13600,H,1,,,,,,13700,T,,1
,,,,,,,,,,,,,,
,,1:35pm,13701,H,1,,,,,1:41pm,13801,T,,1
,,,13702,H,1,,,,,,13802,T,,1
,,,13703,H,1,,,,,,13803,T,,1
,,,13704,H,,1,,,,,13804,T,,1
,,,13705,H,,1,,,,,13805,T,,1
,,,13706,H,1,,,,,,13806,T,,1
,,,13707,H,1,,,,,,13807,T,1,
,,,13708,H,1,,,,,,13808,T,1,
,,,13709,H,,1,,,,,13809,T,,1
,,,13710,H,1,,,,,,13810,T,1,
,,,13711,H,,1,,,,,13811,T,,1
,,,13712,H,1,,,,,,13812,T,,1
,,,13713,H,,1,,,,,13813,T,1,
,,,13714,H,1,,,,,,13814,T,1,
,,,13715,H,,1,,,,,13815,T,,1
,,,13716,H,1,,,,,,13816,T,,1
,,,13717,H,,1,,,,,13817,T,,1
,,,13718,H,1,,,,,,13818,T,1,
,,,13719,H,1,,,,,,13819,T,,1
,,,13720,H,1,,,,,,13820,T,,1
,,,13721,H,,1,,,,,13821,T,1,
,,,13722,H,,1,,,,,13822,T,1,
,,,13723,H,,1,,,,,13823,T,1,
,,,13724,H,,1,,,,,13824,T,,1
,,,13725,H,1,,,,,,13825,T,1,
,,,13726,H,,1,,,,,13826,T,1,
,,,13727,H,1,,,,,,13827,T,1,
,,,13728,H,1,,,,,,13828,T,,1
,,,13729,H,1,,,,,,13829,T,,1
,,,13730,H,1,,,,,,13830,T,1,
,,,13731,H,,1,,,,,13831,T,,1
,,,13732,H,1,,,,,,13832,T,,1
,,,13733,H,1,,,,,,13833,T,,1
,,,13734,H,1,,,,,,13834,T,1,
,,,13735,H,1,,,,,,13835,T,,1
,,,13736,H,1,,,,,,13836,T,,1
,,,13737,H,,1,,,,,13837,T,1,
,,,13738,H,,1,,,,,13838,T,1,
,,,13739,H,1,,,,,,13839,T,,1
,,,13740,H,1,,,,,,13840,T,,1
,,,13741,H,1,,,,,,13841,T,,1
,,,13742,H,1,,,,,,13842,T,1,
,,,13743,H,,1,,,,,13843,T,,1
,,,13744,H,1,,,,,,13844,T,,1
,,,13745,H,1,,,,,,13845,T,,1
,,,13746,H,1,,,,,,13846,T,1,
,,,13747,H,1,,,,,,13847,T,1,
,,,13748,H,,1,,,,,13848,T,,1
,,,13749,H,,1,,,,,13849,T,1,
,,,13750,H,,1,,,,,13850,T,1,
,,,13751,H,1,,,,,,13851,T,,1
,,,13752,H,1,,,,,,13852,T,,1
,,,13753,H,,1,,,,,13853,T,1,
,,,13754,H,,1,,,,,13854,T,,1
,,,13755,H,,1,,,,,13855,T,1,
,,,13756,H,1,,,,,,13856,T,1,
,,,13757,H,1,,,,,,13857,T,,1
,,,13758,H,,1,,,,,13858,T,1,
,,,13759,H,,1,,,,,13859,T,,1
,,,13760,H,1,,,,,,13860,T,,1
,,,13761,H,1,,,,,,13861,T,1,
,,,13762,H,1,,,,,,13862,T,1,
,,,13763,H,,1,,,,,13863,T,1,
,,,13764,H,1,,,,,,13864,T,1,
,,,13765,H,1,,,,,,13865,T,1,
,,,13766,H,,1,,,,,13866,T,,1
,,,13767,H,,1,,,,,13867,T,,1
,,,13768,H,1,,,,,,13868,T,,1
,,,13769,H,,1,,,,,13869,T,,1
,,,13770,H,1,,,,,,13870,T,1,
,,,13771,H,1,,,,,,13871,T,1,
,,,13772,H,1,,,,,,13872,T,1,
,,,13773,H,,1,,,,,13873,T,,1
,,,13774,H,,1,,,,,13874,T,1,
,,,13775,H,1,,,,,,13875,T,,1
,,,13776,H,1,,,,,,13876,T,,1
,,,13777,H,,1,,,,,13877,T,1,
,,,13778,H,,1,,,,,13878,T,1,
,,,13779,H,,1,,,,,13879,T,,1
,,,13780,H,1,,,,,,13880,T,1,
,,,13781,H,1,,,,,,13881,T,1,
,,,13782,H,1,,,,,,13882,T,,1
,,,13783,H,1,,,,,,13883,T,,1
,,,13784,H,1,,,,,,13884,T,1,
,,,13785,H,,1,,,,,13885,T,,1
,,,13786,H,1,,,,,,13886,T,1,
,,,13787,H,1,,,,,,13887,T,,1
,,,13788,H,,1,,,,,13888,T,,1
,,,13789,H,,1,,,,,13889,T,,1
,,,13790,H,1,,,,,,13890,T,,1
,,,13791,H,,1,,,,,13891,T,1,
,,,13792,H,1,,,,,,13892,T,1,
,,,13793,H,1,,,,,,13893,T,,1
,,,13794,H,,1,,,,,13894,T,,1
,,,13795,H,1,,,,,,13895,T,,1
,,,13796,H,,1,,,,,13896,T,1,
,,,13797,H,1,,,,,,13897,T,1,
,,,13798,H,1,,,,,,13898,T,,1
,,,13799,H,,1,,,,,13899,T,1,
,,,13800,H,,1,,,,,13900,T,,1
,,,,,,,,,,,,,,
,,1:49pm,13901,H,,1,,,,1:55pm,14001,T,1,
,,,13902,H,1,,,,,,14002,T,,1
,,,13903,H,,1,,,,,14003,T,1,
,,,13904,H,1,,,,,,14004,T,,1
,,,13905,H,1,,,,,,14005,T,1,
,,,13906,H,1,,,,,,14006,T,1,
,,,13907,H,1,,,,,,14007,T,1,
,,,13908,H,1,,,,,,14008,T,,1
,,,13909,H,,1,,,,,14009,T,1,
,,,13910,H,1,,,,,,14010,T,,1
,,,13911,H,,1,,,,,14011,T,1,
,,,13912,H,,1,,,,,14012,T,1,
,,,13913,H,1,,,,,,14013,T,1,
,,,13914,H,1,,,,,,14014,T,1,
,,,13915,H,,1,,,,,14015,T,1,
,,,13916,H,1,,,,,,14016,T,,1
,,,13917,H,1,,,,,,14017,T,1,
,,,13918,H,,1,,,,,14018,T,,1
,,,13919,H,,1,,,,,14019,T,1,
,,,13920,H,1,,,,,,14020,T,1,
,,,13921,H,1,,,,,,14021,T,,1
,,,13922,H,,1,,,,,14022,T,1,
,,,13923,H,1,,,,,,14023,T,1,
,,,13924,H,,1,,,,,14024,T,,1
,,,13925,H,,1,,,,,14025,T,,1
,,,13926,H,1,,,,,,14026,T,,1
,,,13927,H,,1,,,,,14027,T,1,
,,,13928,H,1,,,,,,14028,T,,1
,,,13929,H,1,,,,,,14029,T,,1
,,,13930,H,,1,,,,,14030,T,,1
,,,13931,H,,1,,,,,14031,T,,1
,,,13932,H,,1,,,,,14032,T,,1
,,,13933,H,,1,,,,,14033,T,,1
,,,13934,H,1,,,,,,14034,T,,1
,,,13935,H,,1,,,,,14035,T,,1
,,,13936,H,1,,,,,,14036,T,,1
,,,13937,H,,1,,,,,14037,T,1,
,,,13938,H,,1,,,,,14038,T,,1
,,,13939,H,1,,,,,,14039,T,1,
,,,13940,H,,1,,,,,14040,T,1,
,,,13941,H,,1,,,,,14041,T,1,
,,,13942,H,1,,,,,,14042,T,1,
,,,13943,H,1,,,,,,14043,T,1,
,,,13944,H,,1,,,,,14044,T,,1
,,,13945,H,,1,,,,,14045,T,1,
,,,13946,H,1,,,,,,14046,T,,1
,,,13947,H,,1,,,,,14047,T,,1
,,,13948,H,1,,,,,,14048,T,1,
,,,13949,H,,1,,,,,14049,T,,1
,,,13950,H,1,,,,,,14050,T,1,
,,,13951,H,1,,,,,,14051,T,,1
,,,13952,H,1,,,,,,14052,T,1,
,,,13953,H,,1,,,,,14053,T,1,
,,,13954,H,,1,,,,,14054,T,,1
,,,13955,H,1,,,,,,14055,T,1,
,,,13956,H,1,,,,,,14056,T,1,
,,,13957,H,,1,,,,,14057,T,1,
,,,13958,H,1,,,,,,14058,T,1,
,,,13959,H,,1,,,,,14059,T,1,
,,,13960,H,1,,,,,,14060,T,,1
,,,13961,H,1,,,,,,14061,T,1,
,,,13962,H,1,,,,,,14062,T,1,
,,,13963,H,,1,,,,,14063,T,1,
,,,13964,H,1,,,,,,14064,T,,1
,,,13965,H,,1,,,,,14065,T,,1
,,,13966,H,1,,,,,,14066,T,1,
,,,13967,H,1,,,,,,14067,T,1,
,,,13968,H,1,,,,,,14068,T,1,
,,,13969,H,1,,,,,,14069,T,1,
,,,13970,H,1,,,,,,14070,T,,1
,,,13971,H,,1,,,,,14071,T,,1
,,,13972,H,1,,,,,,14072,T,,1
,,,13973,H,1,,,,,,14073,T,1,
,,,13974,H,,1,,,,,14074,T,1,
,,,13975,H,1,,,,,,14075,T,1,
,,,13976,H,,1,,,,,14076,T,1,
,,,13977,H,1,,,,,,14077,T,,1
,,,13978,H,,1,,,,,14078,T,,1
,,,13979,H,1,,,,,,14079,T,,1
,,,13980,H,1,,,,,,14080,T,1,
,,,13981,H,,1,,,,,14081,T,1,
,,,13982,H,,1,,,,,14082,T,1,
,,,13983,H,1,,,,,,14083,T,,1
,,,13984,H,1,,,,,,14084,T,,1
,,,13985,H,,1,,,,,14085,T,,1
,,,13986,H,1,,,,,,14086,T,1,
,,,13987,H,1,,,,,,14087,T,,1
,,,13988,H,,1,,,,,14088,T,1,
,,,13989,H,1,,,,,,14089,T,,1
,,,13990,H,1,,,,,,14090,T,1,
,,,13991,H,,1,,,,,14091,T,1,
,,,13992,H,1,,,,,,14092,T,,1
,,,13993,H,1,,,,,,14093,T,1,
,,,13994,H,1,,,,,,14094,T,,1
,,,13995,H,1,,,,,,14095,T,1,
,,,13996,H,1,,,,,,14096,T,1,
,,,13997,H,,1,,,,,14097,T,1,
,,,13998,H,1,,,,,,14098,T,,1
,,,13999,H,,1,,,,,14099,T,1,
,,,14000,H,,1,,,,,14100,T,,1
,,,,,,,,,,,,,,
,,2:03pm,14101,H,1,,,,,2:09pm,14201,T,,1
,,,14102,H,,1,,,,,14202,T,,1
,,,14103,H,1,,,,,,14203,T,,1
,,,14104,H,,1,,,,,14204,T,,1
,,,14105,H,1,,,,,,14205,T,1,
,,,14106,H,,1,,,,,14206,T,1,
,,,14107,H,,1,,,,,14207,T,1,
,,,14108,H,1,,,,,,14208,T,,1
,,,14109,H,,1,,,,,14209,T,,1
,,,14110,H,,1,,,,,14210,T,,1
,,,14111,H,1,,,,,,14211,T,1,
,,,14112,H,,1,,,,,14212,T,,1
,,,14113,H,1,,,,,,14213,T,1,
,,,14114,H,1,,,,,,14214,T,,1
,,,14115,H,,1,,,,,14215,T,1,
,,,14116,H,,1,,,,,14216,T,,1
,,,14117,H,1,,,,,,14217,T,,1
,,,14118,H,1,,,,,,14218,T,,1
,,,14119,H,,1,,,,,14219,T,1,
,,,14120,H,1,,,,,,14220,T,1,
,,,14121,H,1,,,,,,14221,T,,1
,,,14122,H,1,,,,,,14222,T,,1
,,,14123,H,1,,,,,,14223,T,1,
,,,14124,H,,1,,,,,14224,T,1,
,,,14125,H,1,,,,,,14225,T,1,
,,,14126,H,,1,,,,,14226,T,,1
,,,14127,H,1,,,,,,14227,T,1,
,,,14128,H,,1,,,,,14228,T,1,
,,,14129,H,1,,,,,,14229,T,,1
,,,14130,H,1,,,,,,14230,T,1,
,,,14131,H,1,,,,,,14231,T,,1
,,,14132,H,1,,,,,,14232,T,,1
,,,14133,H,1,,,,,,14233,T,,1
,,,14134,H,,1,,,,,14234,T,,1
,,,14135,H,1,,,,,,14235,T,,1
,,,14136,H,,1,,,,,14236,T,1,
,,,14137,H,1,,,,,,14237,T,1,
,,,14138,H,,1,,,,,14238,T,,1
,,,14139,H,1,,,,,,14239,T,,1
,,,14140,H,,1,,,,,14240,T,1,
,,,14141,H,1,,,,,,14241,T,,1
,,,14142,H,,1,,,,,14242,T,1,
,,,14143,H,1,,,,,,14243,T,,1
,,,14144,H,1,,,,,,14244,T,,1
,,,14145,H,,1,,,,,14245,T,1,
,,,14146,H,,1,,,,,14246,T,1,
,,,14147,H,1,,,,,,14247,T,1,
,,,14148,H,,1,,,,,14248,T,,1
,,,14149,H,1,,,,,,14249,T,,1
,,,14150,H,,1,,,,,14250,T,,1
,,,14151,H,1,,,,,,14251,T,,1
,,,14152,H,,1,,,,,14252,T,1,
,,,14153,H,1,,,,,,14253,T,1,
,,,14154,H,1,,,,,,14254,T,,1
,,,14155,H,1,,,,,,14255,T,1,
,,,14156,H,,1,,,,,14256,T,,1
,,,14157,H,,1,,,,,14257,T,,1
,,,14158,H,,1,,,,,14258,T,1,
,,,14159,H,1,,,,,,14259,T,,1
,,,14160,H,,1,,,,,14260,T,,1
,,,14161,H,,1,,,,,14261,T,1,
,,,14162,H,,1,,,,,14262,T,,1
,,,14163,H,1,,,,,,14263,T,,1
,,,14164,H,1,,,,,,14264,T,1,
,,,14165,H,,1,,,,,14265,T,1,
,,,14166,H,,1,,,,,14266,T,1,
,,,14167,H,1,,,,,,14267,T,,1
,,,14168,H,1,,,,,,14268,T,1,
